Time,Agent,X,Y,Altitude_m,Heading_deg,Speed_mps,Missiles,Status
436.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
436.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
436.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
436.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
437.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
437.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
437.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
437.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
438.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
438.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
438.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
438.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
439.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
439.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
439.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
439.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
440.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
440.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
440.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
440.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
441.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
441.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
441.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
441.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
442.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
442.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
442.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
442.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
443.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
443.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
443.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
443.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
444.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
444.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
444.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
444.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
445.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
445.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
445.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
445.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
446.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
446.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
446.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
446.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
447.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
447.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
447.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
447.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
448.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
448.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
448.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
448.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
449.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
449.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
