Time_s,Agent_ID,X_m,Y_m,Z_m,Velocity_m_s,Heading_deg,Altitude_m,Status
2.2,A0200,-43737.90825860185,557.9154724201762,5925.441284435221,360.8066331419421,0.4036174125040424,6075.159637077445,ALIVE
2.2,B0100,43751.769724774684,-0.1069061973485077,5908.73613787525,352.093708428353,180.00501904294288,6058.519540805152,ALIVE
2.2,B0200,43749.34628201335,545.0072824817162,5960.227487674751,353.16786253694715,180.00788988765382,6110.016295010627,ALIVE
2.4000000000000004,A0100,-43663.16199232179,-1.6963149489565694,5921.0065492051235,362.76585766586976,0.1379213303161354,6070.189485092497,ALIVE
2.4000000000000004,A0200,-43665.80887774103,557.8860276492924,5922.370951257739,360.70033666010397,0.631213629281393,6071.596256982708,ALIVE
2.4000000000000004,B0100,43681.67851295693,-0.12376065879288944,5902.431193039643,351.436670602555,180.00587280318132,6051.735225984317,ALIVE
2.4000000000000004,B0200,43678.86315137953,544.99802639876,5963.333260719359,352.34832219361533,180.0090499425761,6112.639828930781,ALIVE
2.6,A0100,-43590.68511025528,-1.795879112345574,5917.369711181085,362.9205875299895,359.8624418193487,6066.057883398441,ALIVE
2.6,A0200,-43593.73876235844,557.8553454119792,5919.068975058359,360.6667799763302,0.655380239562189,6067.802251869634,ALIVE
2.6,B0100,43611.76056661274,-0.14172765018884093,5895.72573373975,350.72319162534876,180.00590498277026,6044.552356354058,ALIVE
2.6,B0200,43608.5466528196,544.9870402929082,5966.653080513948,351.6024299353601,180.01026904239657,6115.479319457067,ALIVE
2.8000000000000003,A0100,-43518.18046291595,-2.0319007841280836,5913.507981056437,363.1561454743571,359.6745654089785,6061.702027270577,ALIVE
2.8000000000000003,A0200,-43521.68405228167,557.871254788075,5915.525020242963,360.71963286256823,0.4712577775894282,6063.767195109254,ALIVE
2.8000000000000003,B0100,43542.01865875376,-0.16060616949107498,5888.452214450575,350.02933524154605,180.00564735399513,6036.803403408068,ALIVE
2.8000000000000003,B0200,43538.38169539194,544.9742773874495,5970.184667845526,350.93938139192466,180.01154549873135,6118.532379150045,ALIVE
3.0,A0100,-43445.624668080934,-2.3197482073192077,5909.5292087468515,363.4948718026799,359.5321120307948,6057.2296060307,ALIVE
3.0,A0200,-43449.627277504915,557.9504344215711,5911.689486621481,360.87712716097224,0.18723411815496038,6059.4413697360105,ALIVE
3.0,B0100,43472.469734845916,-0.18014800148012,5880.436684167558,349.4584673981726,180.0055207467611,6028.3145295661125,ALIVE
3.0,B0200,43468.35140099595,544.9596868692679,5973.926052410039,350.3677466882989,180.01287789593493,6121.796917991486,ALIVE
3.2,A0100,-43372.99277855934,-2.515609877944371,5905.42090200665,363.96374187875796,359.49197458243617,6052.627960044337,ALIVE
3.2,A0200,-43377.54592134033,558.057243276915,5907.51746672972,361.156685196035,359.9472319745424,6054.7797133660115,ALIVE
3.2,B0100,43403.11335338132,-0.20019463184507913,5871.607828357683,349.02486879055226,180.00540436825872,6019.014412483996,ALIVE
