Time_s,Agent_ID,Missile_Type,Remaining_Count,Launched,Side,Data_Type,Missile_ID,Launcher_ID,Type,Status,X_m,Y_m,Z_m,Velocity_m_s,Target_ID,Distance_to_Target_km
119.2,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,2719.756438529983,-327.25018489466385,7102.063730519807,921.7921896131683,A0200,19.44121894786424
119.4,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,2538.4635968631355,-366.204497698776,7105.507804856031,933.8229755919021,A0200,19.270280446285774
119.60000000000001,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,2354.7382299377455,-405.2525128289035,7108.96491587185,945.7671674514667,A0200,19.097473079577
119.80000000000001,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,2168.5973693602414,-444.38639772536544,7112.434829290268,957.6242974565048,A0200,18.92276537794873
120.0,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,1980.0581377939584,-483.5983434302665,7115.917287521642,969.3939106589131,A0200,18.746118555304584
120.2,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,1789.13774528981,-522.8805601123645,7119.412011372353,981.075580054848,A0200,18.56751522429307
120.4,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,1595.853484716102,-562.2252761233075,7122.918701588017,991.3391081693992,A0200,18.386845099284464
120.60000000000001,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,1401.894748288437,-601.4253557374774,7126.429069487403,987.4574679540832,A0200,18.20570363979287
120.80000000000001,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,1208.6623635069068,-640.3140680577208,7129.934970403584,983.606425642479,A0200,18.025404546751563
121.0,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,1016.1505671629074,-678.8934909402909,7133.433996483876,979.7862529741703,A0200,17.845884173536714
121.2,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,824.3536104408839,-717.1659671683453,7136.923471362145,975.9969867348335,A0200,17.667094533784937
121.4,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,633.2657821804742,-755.1339873448497,7140.400386505544,972.2383496593637,A0200,17.489007923963406
121.60000000000001,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,442.8814629821036,-792.79990749038,7143.861654984279,968.5093667698454,A0200,17.311625427698534
121.80000000000001,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,253.19518792509493,-830.1656549219222,7147.304543663384,964.8087689987617,A0200,17.134954203769116
122.0,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,64.20165559642776,-867.2326877033179,7150.726923181299,961.1355857982026,A0200,16.95900299517353
122.2,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,-124.10432412931553,-904.0022449074418,7154.127153505668,957.489303893898,A0200,16.78379453351688
122.4,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,-311.7278553636997,-940.4754009874164,7157.504247566565,953.869355402395,A0200,16.609374213349938
122.60000000000001,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,-498.67394276682796,-976.6529376991855,7160.858054683455,950.2748836763527,A0200,16.435807896164693
122.80000000000001,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,-684.9474587508298,-1012.5351475194725,7164.189181618079,946.7046531222718,A0200,16.26317154902171
